,image_index,label,mineral,format,file_size,mode,image_width,image_height,aspect_ratio
image_334.jpg,334,1,Proustite,JPEG,323407,RGB,900,669,1.345291479820628
image_335.jpg,335,1,Polybasite-Tac,JPEG,182231,RGB,900,704,1.2784090909090908
image_336.jpg,336,1,Pyrargyrite,JPEG,124114,RGB,900,675,1.3333333333333333
image_337.jpg,337,1,Miargyrite,JPEG,304357,RGB,733,305,2.40327868852459
image_338.jpg,338,1,Silver,JPEG,48507,RGB,640,480,1.3333333333333333
image_339.jpg,339,1,Silver,JPEG,60513,RGB,354,650,0.5446153846153846
image_340.jpg,340,1,Acanthite,JPEG,44987,RGB,462,575,0.8034782608695652
image_341.jpg,341,1,Proustite,JPEG,231534,RGB,900,607,1.4827018121911038
image_342.jpg,342,1,Silver,JPEG,48886,RGB,429,544,0.7886029411764706
image_343.jpg,343,1,Silver,JPEG,82787,RGB,520,650,0.8
image_344.jpg,344,1,Silver,JPEG,28994,RGB,500,267,1.8726591760299625
image_345.jpg,345,1,Pyrargyrite,JPEG,64859,RGB,702,471,1.4904458598726114
image_346.jpg,346,1,Silver,JPEG,50351,RGB,624,318,1.9622641509433962
image_347.jpg,347,1,Silver,JPEG,65123,RGB,517,656,0.788109756097561
image_348.jpg,348,1,Acanthite,JPEG,39962,RGB,401,700,0.5728571428571428
image_349.jpg,349,1,Silver,JPEG,33471,RGB,440,750,0.5866666666666667
image_350.jpg,350,1,Silver,JPEG,109390,RGB,429,1024,0.4189453125
image_351.jpg,351,1,Silver,JPEG,194764,RGB,900,606,1.4851485148514851
image_352.jpg,352,1,Silver,JPEG,50992,RGB,309,599,0.5158597662771286
image_353.jpg,353,1,Allargentum,JPEG,127338,RGB,900,592,1.5202702702702702
image_354.jpg,354,1,Acanthite,JPEG,38440,RGB,398,407,0.9778869778869779
image_355.jpg,355,1,Stephanite,JPEG,47737,RGB,432,444,0.972972972972973
image_356.jpg,356,1,Silver,JPEG,42161,RGB,800,600,1.3333333333333333
image_357.jpg,357,1,Pyrargyrite,JPEG,18398,RGB,322,342,0.9415204678362573
image_358.jpg,358,1,Silver,JPEG,32047,RGB,600,539,1.1131725417439704
image_359.jpg,359,1,Proustite,JPEG,66284,RGB,604,582,1.0378006872852235
image_360.jpg,360,1,Silver,JPEG,40297,RGB,600,450,1.3333333333333333
image_361.jpg,361,1,Silver,JPEG,38473,RGB,600,450,1.3333333333333333
image_362.jpg,362,1,Acanthite,JPEG,66952,RGB,600,353,1.6997167138810199
image_363.jpg,363,1,Silver,JPEG,31158,RGB,295,400,0.7375
image_364.jpg,364,1,Silver,JPEG,84519,RGB,638,492,1.2967479674796747
image_365.jpg,365,1,Pyrargyrite,JPEG,68904,RGB,429,593,0.7234401349072512
image_366.jpg,366,1,Polybasite-Tac,JPEG,197906,RGB,900,675,1.3333333333333333
image_367.jpg,367,1,Polybasite-Tac,JPEG,195773,RGB,900,675,1.3333333333333333
image_368.jpg,368,1,Chlorargyrite,JPEG,116262,RGB,640,480,1.3333333333333333
image_369.jpg,369,1,Proustite,JPEG,119150,RGB,640,480,1.3333333333333333
image_370.jpg,370,1,Chlorargyrite,JPEG,51251,RGB,637,479,1.3298538622129437
image_371.jpg,371,1,Silver,JPEG,62876,RGB,640,480,1.3333333333333333
image_372.jpg,372,1,Silver,JPEG,56650,RGB,640,480,1.3333333333333333
image_373.jpg,373,1,Proustite,JPEG,69429,RGB,449,640,0.7015625
image_374.jpg,374,1,Proustite,JPEG,49275,RGB,900,675,1.3333333333333333
image_375.jpg,375,1,Silver,JPEG,34374,RGB,640,480,1.3333333333333333
image_376.jpg,376,1,Proustite,JPEG,67396,RGB,640,480,1.3333333333333333
image_377.jpg,377,1,Silver,JPEG,122980,RGB,530,625,0.848
image_378.jpg,378,1,Silver,JPEG,839633,RGB,1023,893,1.1455767077267638
image_379.jpg,379,1,Acanthite,JPEG,101485,RGB,502,709,0.7080394922425952
image_380.jpg,380,1,Silver,JPEG,77715,RGB,447,700,0.6385714285714286
image_381.jpg,381,1,Silver,JPEG,27659,RGB,256,400,0.64
image_382.jpg,382,1,Silver,JPEG,81160,RGB,547,485,1.1278350515463917
image_383.jpg,383,1,Silver,JPEG,133049,RGB,635,650,0.9769230769230769
image_384.jpg,384,1,Silver,JPEG,74501,RGB,404,599,0.674457429048414
image_385.jpg,385,1,Chlorargyrite,JPEG,84457,RGB,800,600,1.3333333333333333
image_386.jpg,386,1,Silver,JPEG,21112,RGB,146,600,0.24333333333333335
image_387.jpg,387,1,Silver,JPEG,46189,RGB,282,799,0.35294117647058826
image_388.jpg,388,1,Polybasite,JPEG,124900,RGB,800,575,1.391304347826087
image_389.jpg,389,1,Silver,JPEG,134387,RGB,800,683,1.171303074670571
image_390.jpg,390,1,Silver,JPEG,94086,RGB,612,595,1.0285714285714285
image_391.jpg,391,1,Silver,JPEG,102578,RGB,510,800,0.6375
image_392.jpg,392,1,Silver,JPEG,99325,RGB,681,800,0.85125
image_393.jpg,393,1,Pearceite-T2Ac,JPEG,161720,RGB,900,600,1.5
image_394.jpg,394,1,Stephanite,JPEG,151593,RGB,900,600,1.5
image_395.jpg,395,1,Pearceite-T2Ac,JPEG,135117,RGB,900,600,1.5
image_396.jpg,396,1,Silver,JPEG,129111,RGB,960,640,1.5
image_397.jpg,397,1,Pyrargyrite,JPEG,61788,RGB,479,576,0.8315972222222222
image_398.jpg,398,1,Acanthite,JPEG,72453,RGB,601,576,1.0434027777777777
image_399.jpg,399,1,Silver,JPEG,76800,RGB,650,478,1.3598326359832635
image_400.jpg,400,1,Silver,JPEG,107679,RGB,625,505,1.2376237623762376
image_401.jpg,401,1,Acanthite,JPEG,43113,RGB,334,500,0.668
image_402.jpg,402,1,Silver,JPEG,46723,RGB,400,396,1.0101010101010102
image_403.jpg,403,1,Silver,JPEG,92806,RGB,679,750,0.9053333333333333
image_404.jpg,404,1,Silver,JPEG,102815,RGB,465,491,0.9470468431771895
image_405.jpg,405,1,Polybasite-Tac,JPEG,137249,RGB,900,600,1.5
image_406.jpg,406,1,Silver,JPEG,191709,RGB,900,600,1.5
image_407.jpg,407,1,Silver,JPEG,238699,RGB,900,600,1.5
image_408.jpg,408,1,Silver,JPEG,87472,RGB,600,453,1.3245033112582782
image_409.jpg,409,1,Silver,JPEG,53778,RGB,640,480,1.3333333333333333
image_410.jpg,410,1,Silver,JPEG,38119,RGB,640,480,1.3333333333333333
image_411.jpg,411,1,Silver,JPEG,70398,RGB,640,480,1.3333333333333333
image_412.jpg,412,1,Silver,JPEG,78464,RGB,640,480,1.3333333333333333
image_413.jpg,413,1,Acanthite,JPEG,74385,RGB,640,480,1.3333333333333333
image_414.jpg,414,1,Silver,JPEG,74593,RGB,640,480,1.3333333333333333
image_415.jpg,415,1,Silver,JPEG,67704,RGB,640,846,0.7565011820330969
image_416.jpg,416,1,Silver,JPEG,77616,RGB,560,880,0.6363636363636364
image_417.jpg,417,1,Silver,JPEG,141309,RGB,800,600,1.3333333333333333
image_418.jpg,418,1,Proustite,JPEG,93524,RGB,640,533,1.200750469043152
image_419.jpg,419,1,Polybasite,JPEG,62581,RGB,600,556,1.079136690647482
image_420.jpg,420,1,Acanthite,JPEG,160601,RGB,900,675,1.3333333333333333
image_421.jpg,421,1,Proustite,JPEG,176324,RGB,900,675,1.3333333333333333
image_422.jpg,422,1,Pyrargyrite,JPEG,160257,RGB,900,675,1.3333333333333333
image_423.jpg,423,1,none,none,none,none,none,none,none
image_424.jpg,424,1,Silver,JPEG,23243,RGB,376,690,0.5449275362318841
image_425.jpg,425,1,Silver,JPEG,89365,RGB,758,800,0.9475
image_426.jpg,426,1,Silver,JPEG,29584,RGB,390,700,0.5571428571428572
image_427.jpg,427,1,Freibergite,JPEG,130017,RGB,885,680,1.3014705882352942
image_428.jpg,428,1,Silver,JPEG,91851,RGB,585,700,0.8357142857142857
image_429.jpg,429,1,Acanthite,JPEG,51751,RGB,513,600,0.855
image_430.jpg,430,1,Pyrargyrite,JPEG,69034,RGB,548,600,0.9133333333333333
image_431.jpg,431,1,Pyrargyrite,JPEG,72584,RGB,600,579,1.0362694300518134
image_432.jpg,432,1,Chlorargyrite,JPEG,27382,RGB,500,400,1.25
image_433.jpg,433,1,Proustite,JPEG,80503,RGB,588,800,0.735
image_434.jpg,434,1,Proustite,JPEG,819112,RGB,1024,678,1.5103244837758112
image_435.jpg,435,1,Pyrargyrite,JPEG,55557,RGB,640,480,1.3333333333333333
image_436.jpg,436,1,Proustite,JPEG,93914,RGB,491,550,0.8927272727272727
image_437.jpg,437,1,Chlorargyrite (Var: Bromian Chlorargyrite),JPEG,78074,RGB,625,475,1.3157894736842106
image_438.jpg,438,1,Silver,JPEG,66347,RGB,527,600,0.8783333333333333
image_439.jpg,439,1,Silver,JPEG,60657,RGB,600,377,1.5915119363395225
image_440.jpg,440,1,Proustite,JPEG,45613,RGB,640,480,1.3333333333333333
image_441.jpg,441,1,Silver,JPEG,60391,RGB,449,500,0.898
image_442.jpg,442,1,none,none,none,none,none,none,none
image_443.jpg,443,1,Silver (Var: Kongsbergite),JPEG,50728,RGB,565,600,0.9416666666666667
image_444.jpg,444,1,Silver (Var: Kongsbergite),JPEG,83733,RGB,600,549,1.092896174863388
image_445.jpg,445,1,Acanthite,JPEG,59060,RGB,515,435,1.1839080459770115
image_446.jpg,446,1,Silver,JPEG,71724,RGB,600,526,1.1406844106463878
image_447.jpg,447,1,Silver,JPEG,102225,RGB,600,572,1.048951048951049
image_448.jpg,448,1,Silver,JPEG,103938,RGB,600,523,1.147227533460803
image_449.jpg,449,1,Silver,JPEG,47114,RGB,640,480,1.3333333333333333
image_450.jpg,450,1,Silver (Var: Kongsbergite),JPEG,87337,RGB,749,699,1.0715307582260372
image_451.jpg,451,1,Silver (Var: Kongsbergite),JPEG,88723,RGB,820,641,1.2792511700468019
image_452.jpg,452,1,Pyrargyrite,JPEG,87721,RGB,681,772,0.8821243523316062
image_453.jpg,453,1,Silver,JPEG,88068,RGB,611,859,0.7112922002328289
image_454.jpg,454,1,Silver,JPEG,82593,RGB,557,781,0.7131882202304738
image_455.jpg,455,1,Silver,JPEG,86289,RGB,657,930,0.7064516129032258
image_456.jpg,456,1,Silver,JPEG,83876,RGB,658,930,0.7075268817204301
image_457.jpg,457,1,Pyrargyrite,JPEG,92040,RGB,662,851,0.7779083431257344
image_458.jpg,458,1,Pyrargyrite,JPEG,90805,RGB,652,717,0.9093444909344491
image_459.jpg,459,1,Acanthite,JPEG,92754,RGB,802,703,1.1408250355618776
image_460.jpg,460,1,Acanthite,JPEG,91402,RGB,859,657,1.3074581430745815
image_461.jpg,461,1,Acanthite,JPEG,92381,RGB,697,808,0.8626237623762376
image_462.jpg,462,1,Acanthite,JPEG,91921,RGB,857,658,1.3024316109422491
image_463.jpg,463,1,Acanthite,JPEG,92445,RGB,683,808,0.8452970297029703
image_464.jpg,464,1,Acanthite,JPEG,88338,RGB,736,766,0.9608355091383812
image_465.jpg,465,1,Acanthite,JPEG,91401,RGB,674,835,0.807185628742515
image_466.jpg,466,1,Acanthite,JPEG,93620,RGB,665,849,0.7832744405182568
image_467.jpg,467,1,Acanthite,JPEG,91191,RGB,666,846,0.7872340425531915
image_468.jpg,468,1,Acanthite,JPEG,92349,RGB,636,875,0.7268571428571429
image_469.jpg,469,1,Acanthite,JPEG,91655,RGB,644,875,0.736
image_470.jpg,470,1,Acanthite,JPEG,91877,RGB,677,832,0.8137019230769231
image_471.jpg,471,1,Acanthite,JPEG,91760,RGB,702,832,0.84375
image_472.jpg,472,1,Acanthite,JPEG,85649,RGB,639,882,0.7244897959183674
image_473.jpg,473,1,Silver,JPEG,84737,RGB,499,600,0.8316666666666667
image_474.jpg,474,1,Silver,JPEG,65926,RGB,600,441,1.3605442176870748
image_475.jpg,475,1,Silver,JPEG,92714,RGB,600,548,1.094890510948905
image_476.jpg,476,1,Silver,JPEG,116413,RGB,477,800,0.59625
image_477.jpg,477,1,Stephanite,JPEG,48250,RGB,465,600,0.775
image_478.jpg,478,1,Stephanite,JPEG,146527,RGB,885,709,1.2482369534555713
image_479.jpg,479,1,Silver,JPEG,37639,RGB,625,588,1.0629251700680271
image_480.jpg,480,1,Silver,JPEG,125932,RGB,928,665,1.3954887218045113
image_481.jpg,481,1,Chlorargyrite,JPEG,150182,RGB,600,501,1.1976047904191616
image_482.jpg,482,1,Acanthite,JPEG,117548,RGB,684,725,0.9434482758620689
image_483.jpg,483,1,Pyrargyrite,JPEG,97254,RGB,761,742,1.0256064690026954
image_484.jpg,484,1,Pyrargyrite,JPEG,44833,RGB,640,480,1.3333333333333333
image_485.jpg,485,1,Silver,JPEG,99812,RGB,732,773,0.9469598965071151
image_486.jpg,486,1,Silver,JPEG,97432,RGB,780,725,1.0758620689655172
image_487.jpg,487,1,Pyrargyrite,JPEG,46897,RGB,640,480,1.3333333333333333
image_488.jpg,488,1,Silver,JPEG,27386,RGB,640,480,1.3333333333333333
image_489.jpg,489,1,Acanthite,JPEG,55972,RGB,498,576,0.8645833333333334
image_490.jpg,490,1,Proustite,JPEG,52193,RGB,541,549,0.9854280510018215
image_491.jpg,491,1,Silver,JPEG,29893,RGB,292,450,0.6488888888888888
image_492.jpg,492,1,Silver,JPEG,80627,RGB,700,467,1.4989293361884368
image_493.jpg,493,1,Silver,JPEG,89259,RGB,550,527,1.0436432637571158
image_494.jpg,494,1,Silver,JPEG,70985,RGB,600,459,1.3071895424836601
image_495.jpg,495,1,Silver,JPEG,115851,RGB,885,686,1.2900874635568513
image_496.jpg,496,1,Silver,JPEG,43051,RGB,600,448,1.3392857142857142
image_497.jpg,497,1,Silver,JPEG,81943,RGB,475,652,0.7285276073619632
image_498.jpg,498,1,Chlorargyrite,JPEG,88178,RGB,1000,664,1.5060240963855422
image_499.jpg,499,1,Silver,JPEG,39181,RGB,297,500,0.594
